11460	Clive Barker's Jericho Demo	http://www.metacritic.com/game/pc/clive-barkers-jericho
11470	Overlord Demo	http://www.metacritic.com/game/pc/overlord
11560	Maelstrom	http://www.metacritic.com/game/pc/maelstrom
11590	Hospital Tycoon	http://www.metacritic.com/game/pc/hospital-tycoon
11900	Lumines	http://www.metacritic.com/game/pc/lumines
11910	Lumines Demo	http://www.metacritic.com/game/pc/lumines
12160	Midnight Club II	http://www.metacritic.com/game/pc/midnight-club-ii
12200	Bully: Scholarship Edition	http://www.metacritic.com/game/pc/bully-scholarship-edition
12310	Culpa Innata	http://www.metacritic.com/game/pc/culpa-innata
12320	Sacred Gold	http://www.metacritic.com/game/pc/sacred
12330	DarkStar One	http://www.metacritic.com/game/pc/darkstar-one
12340	Jack Keane	http://www.metacritic.com/game/pc/jack-keane
12360	FlatOut: Ultimate Carnage	http://www.metacritic.com/game/pc/flatout-ultimate-carnage
12420	Perimeter 2: New Earth	http://www.metacritic.com/game/pc/perimeter-ii-new-earth
12470	Port Royale 2	http://www.metacritic.com/game/pc/port-royale-2
12500	Puzzle Quest	http://www.metacritic.com/game/pc/puzzle-quest-challenge-of-the-warlords
12630	Legend: Hand of God	http://www.metacritic.com/game/pc/legend-hand-of-god
12640	Drakensang	http://www.metacritic.com/game/pc/the-dark-eye-drakensang
12750	GRID	http://www.metacritic.com/game/pc/grid
12800	FUEL	http://www.metacritic.com/game/pc/fuel
12810	Overlord II	http://www.metacritic.com/game/pc/overlord-ii
12820	Overlord II - Demo	http://www.metacritic.com/game/pc/overlord-ii
12840	DiRT 2	http://www.metacritic.com/game/pc/dirt-2
12850	FUEL - Demo	http://www.metacritic.com/game/pc/fuel
12900	Audiosurf	http://www.metacritic.com/game/pc/audiosurf
12910	Audiosurf Demo	http://www.metacritic.com/game/pc/audiosurf
13140	America's Army 3	http://www.metacritic.com/game/pc/americas-army-3
13510	Tom Clancy's Ghost Recon: Advanced Warfighter 2	http://www.metacritic.com/game/pc/tom-clancys-ghost-recon-advanced-warfighter-2
13560	Tom Clancy's Splinter Cell	http://www.metacritic.com/game/pc/tom-clancys-splinter-cell
13570	Tom Clancy's Splinter Cell: Chaos Theory	http://www.metacritic.com/game/pc/tom-clancys-splinter-cell-chaos-theory
13600	Prince of Persia: The Sands of Time	http://www.metacritic.com/game/pc/prince-of-persia-the-sands-of-time
13630	Tom Clancy's Ghost Recon: Island Thunder	http://www.metacritic.com/game/pc/tom-clancys-ghost-recon-island-thunder
13640	Tom Clancy's Ghost Recon: Advanced Warfighter	http://www.metacritic.com/game/pc/tom-clancys-ghost-recon-advanced-warfighter
13700	Savage 2: A Tortured Soul	http://www.metacritic.com/game/pc/savage-2-a-tortured-soul
15080	Rayman: Raving Rabbids	http://www.metacritic.com/game/pc/rayman-raving-rabbids
15130	Beyond Good & Evil	http://www.metacritic.com/game/pc/beyond-good-evil
15170	Heroes of Might and Magic V	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v
15200	Silent Hunter: Wolves of the Pacific	http://www.metacritic.com/game/pc/silent-hunter-wolves-of-the-pacific
15210	Silent Hunter III	http://www.metacritic.com/game/pc/silent-hunter-iii
15220	Blazing Angels: Squadrons of WWII	http://www.metacritic.com/game/pc/blazing-angels-squadrons-of-wwii
15230	Blazing Angels 2: Secret Missions of WWII	http://www.metacritic.com/game/pc/blazing-angels-2-secret-missions-of-wwii
15310	The Settlers: Heritage of Kings	http://www.metacritic.com/game/pc/heritage-of-kings-the-settlers
